package	candidate_version	selection_state
python3-omemo-dr	1.0.1-2+b3	selected
python3-packaging	25.0-1	selected
python3-pil	11.1.0-5+deb13u4	selected
python3-pip	25.1.1+dfsg-1	selected
python3-pkg-resources	78.1.1-0.1	selected
python3-precis-i18n	1.1.1-2	selected
python3-protobuf	3.21.12-11+deb13u1	selected
python3-qrcode	8.2-1	selected
python3-referencing	0.36.2-1	selected
python3-reportbug	13.2.0	selected
python3-requests	2.32.3+dfsg-5+deb13u1	selected
python3-rpds-py	0.21.0-2+b1	selected
python3-secretstorage	3.3.3-3	selected
python3-setuptools	78.1.1-0.1	selected
python3-sqlalchemy	2.0.40+ds1-1	selected
python3-typeguard	4.4.2-1	selected
python3-typing-extensions	4.13.2-1	selected
python3-uno	4:25.2.3-2+deb13u6	selected
python3-urllib3	2.3.0-3+deb13u2	selected
python3-wheel	0.46.1-2	selected
python3-zipp	3.21.0-1	selected
qemu-guest-agent	1:10.0.11+ds-0+deb13u1	selected
qt6-qpa-plugins	6.8.2+dfsg-9+deb13u2	selected
rake	13.2.1-1	selected
reportbug	13.2.0	selected
rfkill	2.41.5-0+deb13u1	selected
ripgrep	14.1.1-1+b4	selected
rpcbind	1.2.7-1	selected
rpcsvc-proto	1.4.3-1	selected
ruby	1:3.3+b1	selected
ruby-csv	3.3.4-1	selected
ruby-did-you-mean	1.6.3-2	selected
ruby-hocon	1.3.1-2	selected
ruby-net-telnet	0.2.0-1	selected
ruby-ruby2-keywords	0.0.5-1	selected
ruby-rubygems	3.6.7-2	selected
ruby-thor	1.3.2-2.1	selected
ruby-webrick	1.9.1-1	selected
ruby-xmlrpc	0.3.3-2	selected
ruby3.3	3.3.8-2	selected
rubygems-integration	1.19	selected
runit-helper	2.16.4	selected
rustc	1.85.0+dfsg3-1	selected
samba	2:4.22.10+dfsg-0+deb13u2	selected
samba-common	2:4.22.10+dfsg-0+deb13u2	selected
samba-common-bin	2:4.22.10+dfsg-0+deb13u2	selected
samba-libs	2:4.22.10+dfsg-0+deb13u2	selected
sgml-base	1.31+nmu1	selected
sound-theme-freedesktop	0.8-6~deb13u1	selected
sqlite3	3.46.1-7+deb13u1	selected
ssl-cert	1.1.3	selected
strace	6.13+ds-1	selected
strawberry	1.2.10-2	selected
sudo	1.9.16p2-3+deb13u2	selected
system-config-printer	1.5.18-4	selected
system-config-printer-common	1.5.18-4	selected
systemd-timesyncd	257.13-1~deb13u1	selected
task-english	3.81	selected
task-ssh-server	3.81	selected
tasksel	3.81	selected
tasksel-data	3.81	selected
tecla	48.0.2-1	selected
terminology	1.14.0-1	selected
terminology-data	1.14.0-1	selected
thunar	4.20.2-1+deb13u1	selected
thunar-data	4.20.2-1+deb13u1	selected
timgm6mb-soundfont	1.3-5	selected
traceroute	1:2.1.6-1	selected
ucf	3.0052	selected
udev	257.13-1~deb13u1	selected
udisks2	2.10.1-12.1+deb13u2	selected
ufw	0.36.2-9	selected
uno-libs-private	4:25.2.3-2+deb13u6	selected
ure	4:25.2.3-2+deb13u6	selected
usbutils	1:018-2	selected
util-linux	2.41.5-0+deb13u1	selected
util-linux-extra	2.41.5-0+deb13u1	selected
vim-common	2:9.1.1230-2	selected
vim-gtk3	2:9.1.1230-2	selected
vim-gui-common	2:9.1.1230-2	selected
vim-runtime	2:9.1.1230-2	selected
vim-tiny	2:9.1.1230-2	selected
vlc	3.0.23-0+deb13u1	selected
vlc-bin	3.0.23-0+deb13u1	selected
vlc-data	3.0.23-0+deb13u1	selected
vlc-plugin-base	3.0.23-0+deb13u1	selected
vlc-plugin-qt	3.0.23-0+deb13u1	selected
vlc-plugin-video-output	3.0.23-0+deb13u1	selected
wamerican	2020.12.07-4	selected
webp-pixbuf-loader	0.2.7-1+b1	selected
weechat	4.6.3-1	selected
weechat-core	4.6.3-1	selected
weechat-curses	4.6.3-1	selected
wget	1.25.0-2	selected
whiptail	0.52.25-1	selected
wireplumber	0.5.8-2	selected
wpasupplicant	2:2.10-24	selected
wtmpdb	0.73.0-3+deb13u1	selected
x11-apps	7.7+11+b1	selected
x11-session-utils	7.7+6+b1	selected
x11-utils	7.7+7	selected
x11-xkb-utils	7.7+9	selected
x11-xserver-utils	7.7+11	selected
xauth	1:1.1.2-1.1	selected
xdg-dbus-proxy	0.1.6-1+deb13u2	selected
xdg-utils	1.2.1-2	selected
xfce4-terminal	1.1.4-1	selected
xfconf	4.20.0-1	selected
xfonts-100dpi	1:1.0.5	selected
xfonts-75dpi	1:1.0.5	selected
xfonts-base	1:1.0.5+nmu1	selected
xfonts-scalable	1:1.0.3-1.3	selected
xfsprogs	6.13.0-2+b1	selected
xinit	1.4.2-1	selected
xml-core	0.19	selected
xorg	1:7.7+24+deb13u1	selected
xorg-docs-core	1:1.7.3-1	selected
xserver-common	2:21.1.16-1.3+deb13u3	selected
xserver-xorg	1:7.7+24+deb13u1	selected
xserver-xorg-core	2:21.1.16-1.3+deb13u3	selected
xserver-xorg-input-all	1:7.7+24+deb13u1	selected
xserver-xorg-input-libinput	1.5.0-1	selected
xserver-xorg-video-all	1:7.7+24+deb13u1	selected
xserver-xorg-video-amdgpu	23.0.0-1	selected
xserver-xorg-video-ati	1:22.0.0-1	selected
xserver-xorg-video-fbdev	1:0.5.0-2	selected
xserver-xorg-video-nouveau	1:1.0.18-1	selected
xserver-xorg-video-radeon	1:22.0.0-1	selected
xserver-xorg-video-vesa	1:2.6.0-2	selected
xserver-xorg-video-vmware	1:13.4.0-1	selected
zathura	0.5.11-1	selected
zathura-pdf-poppler	0.3.3-1	selected
zenity	4.1.90-1	selected
zenity-common	4.1.90-1	selected
zstd	1.5.7+dfsg-1	selected
